Driver type,Sex,Age group ,severity,year,result
Pedal cyclists,Female,All ages,FSC (adjusted),2014,936
Pedal cyclists,Female,All ages,FSC (adjusted),2015,840
Pedal cyclists,Female,All ages,FSC (adjusted),2016,779
Pedal cyclists,Female,All ages,FSC (adjusted),2017,813
Pedal cyclists,Female,All ages,FSC (adjusted),2018,819
Pedal cyclists,Female,All ages,FSC (adjusted),2019,813
Pedal cyclists,Female,All ages,FSC (adjusted),2020,837
Pedal cyclists,Female,All ages,FSC (adjusted),2021,847
Motorcycle riders,Female,Under 16,FSC (adjusted),2012,0
Motorcycle riders,Female,Under 16,FSC (adjusted),2013,2
Motorcycle riders,Female,Under 16,FSC (adjusted),2014,1
Motorcycle riders,Female,Under 16,FSC (adjusted),2015,0
Motorcycle riders,Female,Under 16,FSC (adjusted),2016,1
Motorcycle riders,Female,Under 16,FSC (adjusted),2017,2
Motorcycle riders,Female,Under 16,FSC (adjusted),2018,1
Motorcycle riders,Female,Under 16,FSC (adjusted),2019,0
Motorcycle riders,Female,Under 16,FSC (adjusted),2020,2
Motorcycle riders,Female,Under 16,FSC (adjusted),2021,1
Motorcycle riders,Female,16,FSC (adjusted),2012,20
Motorcycle riders,Female,16,FSC (adjusted),2013,17
Motorcycle riders,Female,16,FSC (adjusted),2014,16
Motorcycle riders,Female,16,FSC (adjusted),2015,17
Motorcycle riders,Female,16,FSC (adjusted),2016,20
Motorcycle riders,Female,16,FSC (adjusted),2017,10
Motorcycle riders,Female,16,FSC (adjusted),2018,9
Motorcycle riders,Female,16,FSC (adjusted),2019,8
Motorcycle riders,Female,16,FSC (adjusted),2020,2
Motorcycle riders,Female,16,FSC (adjusted),2021,3
Motorcycle riders,Female,17-20,FSC (adjusted),2012,61
Motorcycle riders,Female,17-20,FSC (adjusted),2013,71
Motorcycle riders,Female,17-20,FSC (adjusted),2014,66
Motorcycle riders,Female,17-20,FSC (adjusted),2015,63
Motorcycle riders,Female,17-20,FSC (adjusted),2016,66
Motorcycle riders,Female,17-20,FSC (adjusted),2017,60
Motorcycle riders,Female,17-20,FSC (adjusted),2018,45
Motorcycle riders,Female,17-20,FSC (adjusted),2019,48
Motorcycle riders,Female,17-20,FSC (adjusted),2020,17
Motorcycle riders,Female,17-20,FSC (adjusted),2021,41
Motorcycle riders,Female,21-24,FSC (adjusted),2012,50
Motorcycle riders,Female,21-24,FSC (adjusted),2013,58
Motorcycle riders,Female,21-24,FSC (adjusted),2014,57
Motorcycle riders,Female,21-24,FSC (adjusted),2015,58
Motorcycle riders,Female,21-24,FSC (adjusted),2016,67
Motorcycle riders,Female,21-24,FSC (adjusted),2017,57
Motorcycle riders,Female,21-24,FSC (adjusted),2018,49
Motorcycle riders,Female,21-24,FSC (adjusted),2019,31
Motorcycle riders,Female,21-24,FSC (adjusted),2020,31
Motorcycle riders,Female,21-24,FSC (adjusted),2021,34
Motorcycle riders,Female,25-29,FSC (adjusted),2012,50
Motorcycle riders,Female,25-29,FSC (adjusted),2013,47
Motorcycle riders,Female,25-29,FSC (adjusted),2014,61
Motorcycle riders,Female,25-29,FSC (adjusted),2015,48
Motorcycle riders,Female,25-29,FSC (adjusted),2016,46
Motorcycle riders,Female,25-29,FSC (adjusted),2017,40
Motorcycle riders,Female,25-29,FSC (adjusted),2018,46
Motorcycle riders,Female,25-29,FSC (adjusted),2019,49
Motorcycle riders,Female,25-29,FSC (adjusted),2020,40
Motorcycle riders,Female,25-29,FSC (adjusted),2021,41
Motorcycle riders,Female,30-39,FSC (adjusted),2012,98
Motorcycle riders,Female,30-39,FSC (adjusted),2013,86
Motorcycle riders,Female,30-39,FSC (adjusted),2014,85
Motorcycle riders,Female,30-39,FSC (adjusted),2015,74
Motorcycle riders,Female,30-39,FSC (adjusted),2016,63
Motorcycle riders,Female,30-39,FSC (adjusted),2017,74
Motorcycle riders,Female,30-39,FSC (adjusted),2018,68
Motorcycle riders,Female,30-39,FSC (adjusted),2019,69
Motorcycle riders,Female,30-39,FSC (adjusted),2020,59
Motorcycle riders,Female,30-39,FSC (adjusted),2021,64
Motorcycle riders,Female,40-49,FSC (adjusted),2012,107
Motorcycle riders,Female,40-49,FSC (adjusted),2013,113
Motorcycle riders,Female,40-49,FSC (adjusted),2014,89
Motorcycle riders,Female,40-49,FSC (adjusted),2015,80
Motorcycle riders,Female,40-49,FSC (adjusted),2016,71
Motorcycle riders,Female,40-49,FSC (adjusted),2017,73
Motorcycle riders,Female,40-49,FSC (adjusted),2018,67
Motorcycle riders,Female,40-49,FSC (adjusted),2019,57
Motorcycle riders,Female,40-49,FSC (adjusted),2020,45
Motorcycle riders,Female,40-49,FSC (adjusted),2021,64
Motorcycle riders,Female,50-59,FSC (adjusted),2012,47
Motorcycle riders,Female,50-59,FSC (adjusted),2013,42
Motorcycle riders,Female,50-59,FSC (adjusted),2014,81
Motorcycle riders,Female,50-59,FSC (adjusted),2015,64
Motorcycle riders,Female,50-59,FSC (adjusted),2016,56
Motorcycle riders,Female,50-59,FSC (adjusted),2017,61
Motorcycle riders,Female,50-59,FSC (adjusted),2018,68
Motorcycle riders,Female,50-59,FSC (adjusted),2019,79
Motorcycle riders,Female,50-59,FSC (adjusted),2020,52
Motorcycle riders,Female,50-59,FSC (adjusted),2021,58
Motorcycle riders,Female,60-69,FSC (adjusted),2012,17
Motorcycle riders,Female,60-69,FSC (adjusted),2013,12
Motorcycle riders,Female,60-69,FSC (adjusted),2014,8
Motorcycle riders,Female,60-69,FSC (adjusted),2015,10
Motorcycle riders,Female,60-69,FSC (adjusted),2016,15
Motorcycle riders,Female,60-69,FSC (adjusted),2017,15
Motorcycle riders,Female,60-69,FSC (adjusted),2018,14
Motorcycle riders,Female,60-69,FSC (adjusted),2019,6
Motorcycle riders,Female,60-69,FSC (adjusted),2020,15
Motorcycle riders,Female,60-69,FSC (adjusted),2021,18
Motorcycle riders,Female,70 and over,FSC (adjusted),2012,4
Motorcycle riders,Female,70 and over,FSC (adjusted),2013,3
Motorcycle riders,Female,70 and over,FSC (adjusted),2014,2
Motorcycle riders,Female,70 and over,FSC (adjusted),2015,3
Motorcycle riders,Female,70 and over,FSC (adjusted),2016,5
Motorcycle riders,Female,70 and over,FSC (adjusted),2017,4
Motorcycle riders,Female,70 and over,FSC (adjusted),2018,4
Motorcycle riders,Female,70 and over,FSC (adjusted),2019,5
Motorcycle riders,Female,70 and over,FSC (adjusted),2020,1
Motorcycle riders,Female,70 and over,FSC (adjusted),2021,2
Motorcycle riders,Female,All ages,FSC (adjusted),2012,461
Motorcycle riders,Female,All ages,FSC (adjusted),2013,454
Motorcycle riders,Female,All ages,FSC (adjusted),2014,469
Motorcycle riders,Female,All ages,FSC (adjusted),2015,422
Motorcycle riders,Female,All ages,FSC (adjusted),2016,414
Motorcycle riders,Female,All ages,FSC (adjusted),2017,399
Motorcycle riders,Female,All ages,FSC (adjusted),2018,375
Motorcycle riders,Female,All ages,FSC (adjusted),2019,351
Motorcycle riders,Female,All ages,FSC (adjusted),2020,266
Motorcycle riders,Female,All ages,FSC (adjusted),2021,327
Car drivers,Female,Under 16,FSC (adjusted),2012,2
Car drivers,Female,Under 16,FSC (adjusted),2013,0
Car drivers,Female,Under 16,FSC (adjusted),2014,0
Car drivers,Female,Under 16,FSC (adjusted),2015,0
Car drivers,Female,Under 16,FSC (adjusted),2016,1
Car drivers,Female,Under 16,FSC (adjusted),2017,1
Car drivers,Female,Under 16,FSC (adjusted),2018,0
Car drivers,Female,Under 16,FSC (adjusted),2019,2
Car drivers,Female,Under 16,FSC (adjusted),2020,2
Car drivers,Female,Under 16,FSC (adjusted),2021,1
Car drivers,Female,16,FSC (adjusted),2012,0
Car drivers,Female,16,FSC (adjusted),2013,0
Car drivers,Female,16,FSC (adjusted),2014,1
Car drivers,Female,16,FSC (adjusted),2015,1
Car drivers,Female,16,FSC (adjusted),2016,3
Car drivers,Female,16,FSC (adjusted),2017,1
Car drivers,Female,16,FSC (adjusted),2018,3
Car drivers,Female,16,FSC (adjusted),2019,0
Car drivers,Female,16,FSC (adjusted),2020,1
Car drivers,Female,16,FSC (adjusted),2021,0
Car drivers,Female,17-20,FSC (adjusted),2012,926
Car drivers,Female,17-20,FSC (adjusted),2013,857
Car drivers,Female,17-20,FSC (adjusted),2014,777
Car drivers,Female,17-20,FSC (adjusted),2015,682
Car drivers,Female,17-20,FSC (adjusted),2016,689
Car drivers,Female,17-20,FSC (adjusted),2017,669
Car drivers,Female,17-20,FSC (adjusted),2018,680
Car drivers,Female,17-20,FSC (adjusted),2019,629
Car drivers,Female,17-20,FSC (adjusted),2020,479
Car drivers,Female,17-20,FSC (adjusted),2021,488
Car drivers,Female,21-24,FSC (adjusted),2012,1129
Car drivers,Female,21-24,FSC (adjusted),2013,1031
Car drivers,Female,21-24,FSC (adjusted),2014,1047
Car drivers,Female,21-24,FSC (adjusted),2015,989
Car drivers,Female,21-24,FSC (adjusted),2016,950
Car drivers,Female,21-24,FSC (adjusted),2017,878
Car drivers,Female,21-24,FSC (adjusted),2018,831
Car drivers,Female,21-24,FSC (adjusted),2019,839
Car drivers,Female,21-24,FSC (adjusted),2020,625
Car drivers,Female,21-24,FSC (adjusted),2021,783
Car drivers,Female,25-29,FSC (adjusted),2012,1200
Car drivers,Female,25-29,FSC (adjusted),2013,1179
Car drivers,Female,25-29,FSC (adjusted),2014,1228
Car drivers,Female,25-29,FSC (adjusted),2015,1220
Car drivers,Female,25-29,FSC (adjusted),2016,1157
Car drivers,Female,25-29,FSC (adjusted),2017,1127
Car drivers,Female,25-29,FSC (adjusted),2018,1128
Car drivers,Female,25-29,FSC (adjusted),2019,1115
Car drivers,Female,25-29,FSC (adjusted),2020,812
Car drivers,Female,25-29,FSC (adjusted),2021,860
Car drivers,Female,30-39,FSC (adjusted),2012,2215
Car drivers,Female,30-39,FSC (adjusted),2013,2028
Car drivers,Female,30-39,FSC (adjusted),2014,2218
Car drivers,Female,30-39,FSC (adjusted),2015,2033
Car drivers,Female,30-39,FSC (adjusted),2016,2033
Car drivers,Female,30-39,FSC (adjusted),2017,1904
Car drivers,Female,30-39,FSC (adjusted),2018,2081
Car drivers,Female,30-39,FSC (adjusted),2019,2062
Car drivers,Female,30-39,FSC (adjusted),2020,1393
Car drivers,Female,30-39,FSC (adjusted),2021,1770
Car drivers,Female,40-49,FSC (adjusted),2012,2274
Car drivers,Female,40-49,FSC (adjusted),2013,2040
Car drivers,Female,40-49,FSC (adjusted),2014,2169
Car drivers,Female,40-49,FSC (adjusted),2015,2055
Car drivers,Female,40-49,FSC (adjusted),2016,1846
Car drivers,Female,40-49,FSC (adjusted),2017,1733
Car drivers,Female,40-49,FSC (adjusted),2018,1711
Car drivers,Female,40-49,FSC (adjusted),2019,1638
Car drivers,Female,40-49,FSC (adjusted),2020,1156
Car drivers,Female,40-49,FSC (adjusted),2021,1402
Car drivers,Female,50-59,FSC (adjusted),2012,1594
Car drivers,Female,50-59,FSC (adjusted),2013,1466
Car drivers,Female,50-59,FSC (adjusted),2014,1694
Car drivers,Female,50-59,FSC (adjusted),2015,1614
Car drivers,Female,50-59,FSC (adjusted),2016,1565
Car drivers,Female,50-59,FSC (adjusted),2017,1496
Car drivers,Female,50-59,FSC (adjusted),2018,1611
Car drivers,Female,50-59,FSC (adjusted),2019,1537
Car drivers,Female,50-59,FSC (adjusted),2020,1091
Car drivers,Female,50-59,FSC (adjusted),2021,1272
Car drivers,Female,60-69,FSC (adjusted),2012,977
Car drivers,Female,60-69,FSC (adjusted),2013,912
Car drivers,Female,60-69,FSC (adjusted),2014,1013
Car drivers,Female,60-69,FSC (adjusted),2015,904
Car drivers,Female,60-69,FSC (adjusted),2016,952
Car drivers,Female,60-69,FSC (adjusted),2017,856
Car drivers,Female,60-69,FSC (adjusted),2018,960
Car drivers,Female,60-69,FSC (adjusted),2019,932
Car drivers,Female,60-69,FSC (adjusted),2020,643
Car drivers,Female,60-69,FSC (adjusted),2021,725
Car drivers,Female,70 and over,FSC (adjusted),2012,800
Car drivers,Female,70 and over,FSC (adjusted),2013,856
Car drivers,Female,70 and over,FSC (adjusted),2014,975
Car drivers,Female,70 and over,FSC (adjusted),2015,881
Car drivers,Female,70 and over,FSC (adjusted),2016,937
Car drivers,Female,70 and over,FSC (adjusted),2017,986
Car drivers,Female,70 and over,FSC (adjusted),2018,1036
Car drivers,Female,70 and over,FSC (adjusted),2019,1049
Car drivers,Female,70 and over,FSC (adjusted),2020,601
Car drivers,Female,70 and over,FSC (adjusted),2021,746
Car drivers,Female,All ages,FSC (adjusted),2012,11438
Car drivers,Female,All ages,FSC (adjusted),2013,10680
Car drivers,Female,All ages,FSC (adjusted),2014,11456
Car drivers,Female,All ages,FSC (adjusted),2015,10705
Car drivers,Female,All ages,FSC (adjusted),2016,10408
Car drivers,Female,All ages,FSC (adjusted),2017,9852
Car drivers,Female,All ages,FSC (adjusted),2018,10227
Car drivers,Female,All ages,FSC (adjusted),2019,10024
Car drivers,Female,All ages,FSC (adjusted),2020,6946
Car drivers,Female,All ages,FSC (adjusted),2021,8221
Bus or coach drivers,Female,Under 16,FSC (adjusted),2012,0
Bus or coach drivers,Female,Under 16,FSC (adjusted),2013,0
Bus or coach drivers,Female,Under 16,FSC (adjusted),2014,0
Bus or coach drivers,Female,Under 16,FSC (adjusted),2015,0
Bus or coach drivers,Female,Under 16,FSC (adjusted),2016,0
Bus or coach drivers,Female,Under 16,FSC (adjusted),2017,0
Bus or coach drivers,Female,Under 16,FSC (adjusted),2018,0
Bus or coach drivers,Female,Under 16,FSC (adjusted),2019,0
Bus or coach drivers,Female,Under 16,FSC (adjusted),2020,0
Bus or coach drivers,Female,Under 16,FSC (adjusted),2021,0
Bus or coach drivers,Female,16,FSC (adjusted),2012,0
Bus or coach drivers,Female,16,FSC (adjusted),2013,0
Bus or coach drivers,Female,16,FSC (adjusted),2014,0
Bus or coach drivers,Female,16,FSC (adjusted),2015,0
Bus or coach drivers,Female,16,FSC (adjusted),2016,0
Bus or coach drivers,Female,16,FSC (adjusted),2017,0
Bus or coach drivers,Female,16,FSC (adjusted),2018,0
Bus or coach drivers,Female,16,FSC (adjusted),2019,0
Bus or coach drivers,Female,16,FSC (adjusted),2020,0
Bus or coach drivers,Female,16,FSC (adjusted),2021,0
Bus or coach drivers,Female,17-20,FSC (adjusted),2012,0
Bus or coach drivers,Female,17-20,FSC (adjusted),2013,0
Bus or coach drivers,Female,17-20,FSC (adjusted),2014,0
Bus or coach drivers,Female,17-20,FSC (adjusted),2015,0
Bus or coach drivers,Female,17-20,FSC (adjusted),2016,0
Bus or coach drivers,Female,17-20,FSC (adjusted),2017,0
Bus or coach drivers,Female,17-20,FSC (adjusted),2018,0
Bus or coach drivers,Female,17-20,FSC (adjusted),2019,1
Bus or coach drivers,Female,17-20,FSC (adjusted),2020,0
Bus or coach drivers,Female,17-20,FSC (adjusted),2021,1
Bus or coach drivers,Female,21-24,FSC (adjusted),2012,3
Bus or coach drivers,Female,21-24,FSC (adjusted),2013,3
Bus or coach drivers,Female,21-24,FSC (adjusted),2014,2
Bus or coach drivers,Female,21-24,FSC (adjusted),2015,1
Bus or coach drivers,Female,21-24,FSC (adjusted),2016,2
Bus or coach drivers,Female,21-24,FSC (adjusted),2017,0
Bus or coach drivers,Female,21-24,FSC (adjusted),2018,3
Bus or coach drivers,Female,21-24,FSC (adjusted),2019,1
Bus or coach drivers,Female,21-24,FSC (adjusted),2020,1
Bus or coach drivers,Female,21-24,FSC (adjusted),2021,4
Bus or coach drivers,Female,25-29,FSC (adjusted),2012,8
Bus or coach drivers,Female,25-29,FSC (adjusted),2013,2
Bus or coach drivers,Female,25-29,FSC (adjusted),2014,3
Bus or coach drivers,Female,25-29,FSC (adjusted),2015,6
Bus or coach drivers,Female,25-29,FSC (adjusted),2016,1
Bus or coach drivers,Female,25-29,FSC (adjusted),2017,5
Bus or coach drivers,Female,25-29,FSC (adjusted),2018,7
Bus or coach drivers,Female,25-29,FSC (adjusted),2019,4
Bus or coach drivers,Female,25-29,FSC (adjusted),2020,1
Bus or coach drivers,Female,25-29,FSC (adjusted),2021,6
Bus or coach drivers,Female,30-39,FSC (adjusted),2012,14
Bus or coach drivers,Female,30-39,FSC (adjusted),2013,13
Bus or coach drivers,Female,30-39,FSC (adjusted),2014,10
Bus or coach drivers,Female,30-39,FSC (adjusted),2015,13
Bus or coach drivers,Female,30-39,FSC (adjusted),2016,9
Bus or coach drivers,Female,30-39,FSC (adjusted),2017,8
Bus or coach drivers,Female,30-39,FSC (adjusted),2018,10
Bus or coach drivers,Female,30-39,FSC (adjusted),2019,10
Bus or coach drivers,Female,30-39,FSC (adjusted),2020,7
Bus or coach drivers,Female,30-39,FSC (adjusted),2021,9
Bus or coach drivers,Female,40-49,FSC (adjusted),2012,28
Bus or coach drivers,Female,40-49,FSC (adjusted),2013,24
Bus or coach drivers,Female,40-49,FSC (adjusted),2014,25
Bus or coach drivers,Female,40-49,FSC (adjusted),2015,22
Bus or coach drivers,Female,40-49,FSC (adjusted),2016,10
Bus or coach drivers,Female,40-49,FSC (adjusted),2017,28
Bus or coach drivers,Female,40-49,FSC (adjusted),2018,18
Bus or coach drivers,Female,40-49,FSC (adjusted),2019,27
Bus or coach drivers,Female,40-49,FSC (adjusted),2020,10
Bus or coach drivers,Female,40-49,FSC (adjusted),2021,6
Bus or coach drivers,Female,50-59,FSC (adjusted),2012,18
Bus or coach drivers,Female,50-59,FSC (adjusted),2013,10
Bus or coach drivers,Female,50-59,FSC (adjusted),2014,17
Bus or coach drivers,Female,50-59,FSC (adjusted),2015,24
Bus or coach drivers,Female,50-59,FSC (adjusted),2016,13
Bus or coach drivers,Female,50-59,FSC (adjusted),2017,14
Bus or coach drivers,Female,50-59,FSC (adjusted),2018,20
Bus or coach drivers,Female,50-59,FSC (adjusted),2019,17
Bus or coach drivers,Female,50-59,FSC (adjusted),2020,10
Bus or coach drivers,Female,50-59,FSC (adjusted),2021,17
Bus or coach drivers,Female,60-69,FSC (adjusted),2012,4
Bus or coach drivers,Female,60-69,FSC (adjusted),2013,3
Bus or coach drivers,Female,60-69,FSC (adjusted),2014,4
Bus or coach drivers,Female,60-69,FSC (adjusted),2015,6
Bus or coach drivers,Female,60-69,FSC (adjusted),2016,2
Bus or coach drivers,Female,60-69,FSC (adjusted),2017,6
Bus or coach drivers,Female,60-69,FSC (adjusted),2018,6
Bus or coach drivers,Female,60-69,FSC (adjusted),2019,7
Bus or coach drivers,Female,60-69,FSC (adjusted),2020,2
Bus or coach drivers,Female,60-69,FSC (adjusted),2021,3
Bus or coach drivers,Female,70 and over,FSC (adjusted),2012,0
Bus or coach drivers,Female,70 and over,FSC (adjusted),2013,0
Bus or coach drivers,Female,70 and over,FSC (adjusted),2014,0
Bus or coach drivers,Female,70 and over,FSC (adjusted),2015,0
Bus or coach drivers,Female,70 and over,FSC (adjusted),2016,1
Bus or coach drivers,Female,70 and over,FSC (adjusted),2017,0
Bus or coach drivers,Female,70 and over,FSC (adjusted),2018,1
Bus or coach drivers,Female,70 and over,FSC (adjusted),2019,1
Bus or coach drivers,Female,70 and over,FSC (adjusted),2020,0
Bus or coach drivers,Female,70 and over,FSC (adjusted),2021,0
Bus or coach drivers,Female,All ages,FSC (adjusted),2012,77
Bus or coach drivers,Female,All ages,FSC (adjusted),2013,57
